,F,I,M,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,age
446,0,0,1,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,14.5
2482,0,0,1,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,13.5
2906,0,0,1,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,9.5
1358,0,1,0,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,12.5
2845,1,0,0,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,11.5
2145,1,0,0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,10.5
1329,0,1,0,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,9.5
2853,1,0,0,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,9.5
2785,0,0,1,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,10.5
763,0,0,1,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,15.5
2150,0,0,1,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,11.5
434,0,1,0,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,14.5
2122,1,0,0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,12.5
577,1,0,0,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,11.5
2900,1,0,0,0.55,0.435,0.14,0.745,0.347,0.174,0.2265,10.5
3374,1,0,0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,11.5
2966,0,0,1,0.67,0.54,0.175,1.482,0.739,0.2925,0.365,11.5
4064,1,0,0,0.64,0.49,0.18,1.36,0.653,0.347,0.305,10.5
4104,1,0,0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,12.5
2448,1,0,0,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,8.5
1848,0,1,0,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,10.5
762,1,0,0,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,18.5
3037,0,0,1,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,10.5
388,0,0,1,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,15.5
235,0,1,0,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,10.5
3693,0,0,1,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,12.5
1984,1,0,0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,12.5
267,0,0,1,0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,9.5
770,1,0,0,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,12.5
2165,1,0,0,0.61,0.45,0.16,1.136,0.414,0.311,0.3,10.5
437,0,1,0,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,15.5
673,0,0,1,0.49,0.39,0.15,0.573,0.225,0.124,0.17,22.5
249,0,1,0,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,8.5
2201,1,0,0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,26.5
1574,0,0,1,0.48,0.355,0.16,0.464,0.221,0.106,0.239,9.5
3143,0,1,0,0.2,0.15,0.04,0.046,0.021,0.007,0.0065,5.5
2142,0,1,0,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,10.5
2081,0,0,1,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,9.5
3709,0,0,1,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,11.5
3641,0,1,0,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,10.5
3881,1,0,0,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,11.5
448,0,0,1,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,13.5
1469,0,0,1,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,9.5
716,0,1,0,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,9.5
4163,0,1,0,0.39,0.31,0.085,0.344,0.181,0.0695,0.079,8.5
3705,1,0,0,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,10.5
2048,0,1,0,0.44,0.305,0.115,0.379,0.162,0.091,0.11,10.5
1901,0,0,1,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,11.5
3528,0,1,0,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,7.5
3149,1,0,0,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,25.5
3156,0,0,1,0.535,0.44,0.165,0.875,0.279,0.18,0.3,11.5
1168,0,0,1,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,9.5
82,1,0,0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,17.5
3415,1,0,0,0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,10.5
2724,0,1,0,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,9.5
3044,0,1,0,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,10.5
3094,0,0,1,0.525,0.4,0.13,0.622,0.2655,0.147,0.184,10.5
1460,0,0,1,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,9.5
2818,0,1,0,0.36,0.27,0.09,0.232,0.12,0.0435,0.056,9.5
1893,0,1,0,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,11.5
1668,0,0,1,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,11.5
2756,0,1,0,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,9.5
2000,0,1,0,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,10.5
475,0,0,1,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,18.5
517,0,0,1,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,6.5
3674,1,0,0,0.595,0.45,0.165,1.081,0.49,0.2525,0.279,13.5
404,0,1,0,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,8.5
384,0,0,1,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,11.5
3429,0,1,0,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,7.5
3482,0,1,0,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,8.5
2152,1,0,0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,9.5
1633,0,1,0,0.575,0.425,0.135,0.7965,0.364,0.196,0.239,11.5
4054,1,0,0,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,11.5
688,0,0,1,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,12.5
3443,0,1,0,0.485,0.37,0.1,0.513,0.219,0.1075,0.13,8.5
2874,0,1,0,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,9.5
1240,0,1,0,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,7.5
62,1,0,0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,11.5
852,0,0,1,0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,11.5
3895,1,0,0,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,14.5
3499,1,0,0,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,10.5
1262,0,1,0,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,9.5
223,1,0,0,0.445,0.355,0.15,0.485,0.181,0.125,0.155,12.5
2193,0,1,0,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,7.5
3136,0,0,1,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,12.5
373,1,0,0,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,15.5
1824,0,1,0,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,6.5
3589,0,0,1,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,12.5
3190,0,1,0,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,6.5
4067,0,1,0,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,7.5
3802,0,1,0,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,7.5
3313,0,0,1,0.4,0.31,0.11,0.314,0.138,0.057,0.1,12.5
3803,0,1,0,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,8.5
2871,0,1,0,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,8.5
9,1,0,0,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,20.5
2497,0,0,1,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,13.5
1944,1,0,0,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,12.5
1838,0,1,0,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,9.5
708,0,0,1,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,11.5
255,0,0,1,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,16.5
2930,1,0,0,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,12.5
1617,0,1,0,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,9.5
389,0,1,0,0.465,0.375,0.12,0.471,0.222,0.119,0.14,10.5
3452,1,0,0,0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,9.5
1581,0,1,0,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,9.5
2956,1,0,0,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,13.5
924,0,1,0,0.425,0.315,0.1,0.377,0.1645,0.072,0.105,7.5
3926,0,1,0,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,15.5
3638,0,1,0,0.44,0.34,0.105,0.344,0.123,0.081,0.125,9.5
2508,0,1,0,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,7.5
2036,0,1,0,0.255,0.19,0.06,0.086,0.04,0.0185,0.025,6.5
3390,0,0,1,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,11.5
1224,0,1,0,0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,7.5
3216,0,0,1,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,17.5
3006,0,0,1,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,12.5
2549,0,1,0,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,6.5
1946,0,0,1,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,13.5
739,0,0,1,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,11.5
40,1,0,0,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,10.5
868,1,0,0,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,11.5
2779,0,0,1,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,10.5
539,1,0,0,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,11.5
3249,0,0,1,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,7.5
2745,0,1,0,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,9.5
3552,0,1,0,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,9.5
2723,0,1,0,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,8.5
1371,0,0,1,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,11.5
1145,0,0,1,0.58,0.455,0.195,1.859,0.945,0.426,0.441,10.5
1031,0,0,1,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,10.5
372,1,0,0,0.68,0.58,0.2,1.787,0.585,0.453,0.6,20.5
667,1,0,0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,16.5
3019,0,1,0,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,9.5
357,1,0,0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,19.5
967,0,1,0,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,8.5
2831,0,0,1,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,8.5
2783,0,0,1,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,12.5
1353,0,0,1,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,12.5
1035,1,0,0,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,11.5
3018,0,1,0,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,10.5
470,1,0,0,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,10.5
3672,1,0,0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,11.5
3330,1,0,0,0.385,0.305,0.125,0.314,0.146,0.0555,0.08,11.5
1396,0,0,1,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,12.5
3713,0,0,1,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,12.5
1549,0,1,0,0.385,0.28,0.095,0.257,0.119,0.059,0.07,8.5
1256,0,1,0,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,8.5
2094,0,1,0,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,8.5
1555,0,1,0,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,9.5
3666,0,1,0,0.575,0.44,0.15,0.983,0.486,0.215,0.239,9.5
1250,0,1,0,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,6.5
1699,0,1,0,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,14.5
1252,0,1,0,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,8.5
3915,0,1,0,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,12.5
3940,0,0,1,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,12.5
3284,0,0,1,0.565,0.44,0.155,0.868,0.348,0.217,0.26,12.5
2933,1,0,0,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,11.5
79,1,0,0,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,15.5
1172,0,0,1,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,9.5
814,0,1,0,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,8.5
1852,0,1,0,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,9.5
2220,1,0,0,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,9.5
2719,0,1,0,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,6.5
3722,0,1,0,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,10.5
2105,0,0,1,0.585,0.48,0.185,1.04,0.434,0.265,0.285,11.5
133,0,1,0,0.35,0.26,0.095,0.211,0.086,0.056,0.068,8.5
1140,0,0,1,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,10.5
933,0,1,0,0.45,0.36,0.13,0.478,0.191,0.127,0.137,8.5
928,0,1,0,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,7.5
823,0,1,0,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,7.5
1531,0,1,0,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,6.5
1214,0,1,0,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,7.5
504,1,0,0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,18.5
4153,0,1,0,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,9.5
2395,0,1,0,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,15.5
1996,0,1,0,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,8.5
2434,0,1,0,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,17.5
3072,1,0,0,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,11.5
1958,0,1,0,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,11.5
1384,1,0,0,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,10.5
894,0,1,0,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,4.5
828,0,1,0,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,7.5
455,0,0,1,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,12.5
2523,1,0,0,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,10.5
1683,1,0,0,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,13.5
3648,0,1,0,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,10.5
3622,0,0,1,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,11.5
4146,0,0,1,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,11.5
652,0,1,0,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,12.5
172,0,0,1,0.525,0.435,0.155,1.065,0.486,0.233,0.285,9.5
3197,0,1,0,0.31,0.235,0.075,0.1515,0.056,0.0315,0.05,8.5
38,1,0,0,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,12.5
4057,1,0,0,0.69,0.535,0.185,1.826,0.797,0.409,0.499,12.5
713,0,0,1,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,9.5
90,0,0,1,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,16.5
2214,1,0,0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,9.5
1205,0,0,1,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,12.5
2923,1,0,0,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,14.5
3496,0,0,1,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,9.5
3662,0,1,0,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,9.5
3323,1,0,0,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,13.5
3141,0,1,0,0.18,0.135,0.08,0.033,0.0145,0.007,0.01,6.5
1827,0,1,0,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,7.5
1155,1,0,0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,9.5
1324,0,1,0,0.565,0.44,0.175,0.8735,0.414,0.21,0.21,12.5
216,0,0,1,0.45,0.35,0.13,0.46,0.174,0.111,0.135,9.5
3398,0,0,1,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,10.5
510,0,1,0,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,11.5
1680,0,0,1,0.62,0.515,0.175,1.221,0.535,0.241,0.395,14.5
499,0,0,1,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,11.5
3503,1,0,0,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,12.5
1856,0,1,0,0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,12.5
1388,0,0,1,0.63,0.495,0.16,1.093,0.497,0.221,0.315,13.5
1519,0,0,1,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,11.5
2386,1,0,0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,15.5
3855,0,0,1,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,9.5
3236,0,1,0,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,9.5
2076,1,0,0,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,11.5
1540,0,1,0,0.36,0.27,0.095,0.2,0.073,0.056,0.061,9.5
1217,0,1,0,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,6.5
2681,0,0,1,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,10.5
4061,0,0,1,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,11.5
2993,1,0,0,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,12.5
1416,1,0,0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,13.5
2217,1,0,0,0.515,0.415,0.13,0.764,0.276,0.196,0.25,14.5
3565,1,0,0,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,10.5
1676,0,0,1,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,11.5
1197,0,0,1,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,13.5
1542,0,1,0,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,8.5
3301,1,0,0,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,12.5
3558,0,1,0,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,11.5
2960,1,0,0,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,11.5
2539,1,0,0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,14.5
953,1,0,0,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,8.5
3145,0,0,1,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,14.5
3080,0,0,1,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,14.5
2635,0,1,0,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,8.5
750,1,0,0,0.51,0.39,0.105,0.612,0.187,0.15,0.195,14.5
2705,0,0,1,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,14.5
234,0,1,0,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,13.5
732,0,0,1,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,16.5
1238,0,1,0,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,9.5
3839,0,0,1,0.52,0.425,0.125,0.79,0.372,0.205,0.19,9.5
1156,0,0,1,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,11.5
3647,0,1,0,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,9.5
3594,1,0,0,0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,13.5
2445,0,0,1,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,13.5
2982,1,0,0,0.51,0.37,0.21,1.183,0.508,0.292,0.343,10.5
1209,1,0,0,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,12.5
1065,0,1,0,0.315,0.235,0.055,0.151,0.065,0.027,0.039,7.5
2156,0,0,1,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,13.5
1062,0,1,0,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,6.5
2616,1,0,0,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,10.5
1167,0,0,1,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,9.5
3222,0,0,1,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,19.5
1492,1,0,0,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,12.5
2938,1,0,0,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,12.5
2995,0,0,1,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,10.5
3096,1,0,0,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,10.5
3497,1,0,0,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,10.5
3771,0,1,0,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,11.5
3140,0,0,1,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,21.5
884,0,0,1,0.66,0.52,0.19,1.558,0.755,0.298,0.4,11.5
143,0,0,1,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,12.5
1390,1,0,0,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,10.5
850,1,0,0,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,11.5
3455,0,0,1,0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,10.5
2782,0,0,1,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,9.5
717,0,1,0,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,7.5
4029,0,1,0,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,8.5
2502,0,1,0,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,6.5
264,0,0,1,0.27,0.2,0.08,0.1205,0.0465,0.028,0.04,7.5
75,1,0,0,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,16.5
3870,0,0,1,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,16.5
2492,1,0,0,0.475,0.38,0.145,0.57,0.167,0.118,0.187,12.5
395,0,1,0,0.39,0.31,0.1,0.302,0.116,0.064,0.115,12.5
3606,1,0,0,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,8.5
2224,1,0,0,0.55,0.425,0.145,0.797,0.297,0.15,0.265,10.5
3090,0,0,1,0.46,0.355,0.14,0.491,0.207,0.115,0.174,11.5
3962,1,0,0,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,11.5
396,1,0,0,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,11.5
1365,0,0,1,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,11.5
3535,0,1,0,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,10.5
1903,0,0,1,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,11.5
595,0,1,0,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,14.5
2109,0,0,1,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,14.5
1296,0,0,1,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,10.5
1821,1,0,0,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,10.5
872,0,0,1,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,10.5
3675,0,0,1,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,11.5
2264,0,1,0,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,15.5
2326,0,0,1,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,12.5
1548,0,1,0,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,9.5
3440,0,1,0,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,8.5
36,1,0,0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,17.5
3703,1,0,0,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,12.5
2710,0,0,1,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,12.5
3576,1,0,0,0.6,0.475,0.155,1.059,0.441,0.19,0.39,12.5
2143,0,0,1,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,11.5
3619,1,0,0,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,13.5
977,1,0,0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,9.5
1571,0,1,0,0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,9.5
1122,0,0,1,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,10.5
2786,0,0,1,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,11.5
2239,1,0,0,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,9.5
2967,0,0,1,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,12.5
2504,0,1,0,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,7.5
1892,0,0,1,0.565,0.45,0.16,0.895,0.415,0.195,0.246,10.5
3465,1,0,0,0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,10.5
675,1,0,0,0.52,0.395,0.18,0.64,0.158,0.11,0.245,23.5
2808,1,0,0,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,10.5
3068,0,0,1,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,13.5
3804,0,1,0,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,8.5
728,0,0,1,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,14.5
3491,0,0,1,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,9.5
3447,1,0,0,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,9.5
412,1,0,0,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,12.5
3146,0,0,1,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,15.5
1516,0,0,1,0.66,0.505,0.165,1.374,0.589,0.351,0.345,11.5
1649,0,1,0,0.59,0.45,0.145,1.022,0.428,0.268,0.265,11.5
825,0,1,0,0.395,0.29,0.095,0.319,0.138,0.08,0.082,8.5
3267,1,0,0,0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,11.5
616,1,0,0,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,13.5
114,1,0,0,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,12.5
417,0,0,1,0.63,0.515,0.165,1.352,0.488,0.349,0.45,21.5
3069,0,0,1,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,12.5
1625,0,0,1,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,11.5
3017,0,1,0,0.435,0.325,0.105,0.335,0.136,0.065,0.115,9.5
2652,0,1,0,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,10.5
4131,0,1,0,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,12.5
